maintext,title,scores
"Le groupe sanguin est-il un facteur de risque face à la Covid-19 ? Contrairement à plusieurs études, des médecins américains ont observé que les groupes sanguins n'avaient aucune influence sur la sévérité de la maladie et le risque d'être infecté. Le débat est relancé.
Nouveau ! Écoutez l'article :
La Covid-19 peut être une maladie qui passe inaperçue autant qu'une maladie mortelle nécessitant une prise en charge lourde et aux conséquences durables. Les médecins ont rapidement voulu savoir s'il existait des facteurs de risque génétiques ou environnementaux qui permettent de prédire la gravité de la Covid-19. Plusieurs études ont identifié le groupe sanguin comme étant l'un d'entre eux. En effet, des médecins chinois et américains ont chacun observé qu'il y avait plus de personnes du groupe sanguin A admis en réanimation et que le coronavirus se fixait préférentiellement sur les cellules de ces mêmes personnes. Inversement, le groupe sanguin O protégerait des formes graves de la maladie.
Voir aussi Le SARS-CoV-2 a une préférence pour le groupe sanguin A
Mais les médecins de l'Intermountain Medical Center Heart Institute de Salt Lake City, aux États-Unis, ne sont pas parvenus aux mêmes conclusions. Pour eux, le groupe sanguin n'a aucun effet positif ou négatif sur la susceptibilité au coronavirus et sur la sévérité de la Covid-19. Ils font part de leurs résultats dans une lettre de recherche parue dans Jama Network Open.
Groupe sanguin : facteur de risque ou pas ?
À Salt Lake City, les médecins ont réalisé une étude de cas-témoins à partir de données électroniques des patients de leur hôpital. Au total, 107.796 individus pour lesquels le statut d'infection au coronavirus, le groupe sanguin, ainsi que l'âge et le sexe ont été renseignés dans la base de données. Parmi eux, 11.468 personnes sont positives au coronavirus ; les médecins ont comparé le profil de celles ayant besoin d'une hospitalisation ou non, et celles ayant besoin de soins intensifs ou non.
Comme cela a été observé depuis le début de l'épidémie, l'âge est un facteur augmentant le risque d'hospitalisation. L'âge moyen des personnes hospitalisées est de 57 ans, contre 41,9 ans pour celles n'en ayant pas besoin. Le sexe est également un facteur augmentant le risque de sévérité de la maladie : 61,8 % des patients admis en soins intensifs sont des hommes. Mais aucun lien de ce genre n'a été observé pour les groupes sanguins. Parmi les infectés, la proportion de groupes O, A, B ou AB reste la même pour les personnes hospitalisées ou non, et pour celles nécessitant des soins intensifs ou non. Selon ces résultats, le type A ne constitue pas un facteur de risque d'être infecté, hospitalisé ou admis en soins intensifs en comparaison avec le type O.
L'odd ratio d'être infecté, hospitalisé et admis en soins intensifs pour le groupe A (colonne de gauche), pour le groupe B (colonne du milieu) et pour le groupe AB (colonne de droite) en comparaison avec le groupe O. © Jeffrey L. Anderson et al. Jama Network Open
D'autres études sont nécessaires pour y voir plus clair
Comment expliquer que d'autres chercheurs sont parvenus à la conclusion inverse ? Les scientifiques de Salt Lake City écrivent dans leur étude que « la taille réduite des échantillons et la nature rétrospective et observationnelle de nombreuses études antérieures, en plus de leur hétérogénéité dans les associations entre les groupes ABO et la susceptibilité et la gravité de la maladie, pourraient être dues à des variations fortuites, à un biais de publication, et à des différences du contexte génétique, de la géographie, de l'environnement, et des souches virales. » Ils considèrent ainsi que les groupes sanguins ne doivent pas être considérés comme un facteur de risque potentiel.
Cela ne remet pas forcément en cause les observations de l'équipe américaine sur le fait que le coronavirus se fixe préférentiellement sur les cellules des personnes du groupe A, mais si l'on considère ces résultats, cela n'a pas d'incidence sur l'infection et la sévérité de la Covid-19. Comme Rome ne s'est pas construite en un jour, la science, dans sa progression, fait parfois machine arrière. Dans le cas des groupes sanguins et de la Covid-19, d'autres études seront nécessaires pour parvenir à l'explication la plus probable.",Controverse autour du rôle du groupe sanguin dans la Covid-19,0.62
"La propagation de nouveaux variants du coronavirus fait peser des risques sur l'économie mondiale, a mis en garde samedi le G20, le variant Delta, très contagieux, continuant de prendre de l'ampleur et suscitant des craintes à la veille de la finale de l'Euro-2020 à Londres.
La menace d'un ralentissement de la reprise est d'autant plus grande que le niveau de la vaccination est faible dans de nombreux pays, ont insisté les ministres des Finances du G20 réunis à Venise.
L'Union européenne s'est a à cet égard voulue rassurante.
""Ce week-end, nous avons livré suffisamment de vaccins aux Etats membres pour vacciner complètement au moins 70% de la population adulte ce mois-ci. D'ici demain, quelque 500 millions de doses auront été distribuées dans toutes les régions d'Europe"", s'est ainsi félicitée la présidente de la Commission européenne Ursula von der Leyen.
""Le Covid-19 n'est pas encore vaincu. Mais nous sommes prêts à continuer à fournir des vaccins - également contre de nouveaux variants"", a-t-elle ajouté, la responsabilité de les administrer revenant aux gouvernements des 27 Etats membres de l'UE, dont certains avancent plus vite que d'autres en la matière.
Car la reprise économique mondiale ""reste exposée"" non seulement en particulier à ""la propagation de nouveaux variants"" mais aussi aux ""différents rythmes de vaccination"" sur la planète, a prévenu samedi dans son communiqué final le G20.
""La seule chose qui pourrait menacer un rebond solide et rapide de l'économie est le variant et une nouvelle vague de la pandémie"", a insisté le ministre français de l'Economie Bruno Le Maire.
- La menace du variant Delta -
Face à la hausse ""exponentielle"" des cas de Covid-19 enregistrée depuis plusieurs jours, principalement chez les jeunes, la Catalogne a d'ailleurs décidé de réimposer des restrictions.
Covid-19 : les tendances dans le monde © AFP - Source AFP
Les discothèques et autres lieux de divertissement nocturnes vont devoir garder portes closes et il faudra présenter un test négatif ou être vacciné pour participer à des évènements en plein air réunissant plus de 500 personnes dans cette région d'Espagne.
Les Pays-Bas ont également replongé samedi matin dans les restrictions après une multiplication par sept des contaminations quotidiennes en une semaine (7.000 cas supplémentaires vendredi). Le Premier ministre Mark Rutte a notamment ordonné la fermeture des boîtes de nuit.
Au moment où Catalans et Néerlandais doivent quitter les pistes de danse pour une durée indéterminée, les Français ont retrouvé vendredi les joies des soirées en discothèque pour la première fois depuis mars 2020, non sans quelques cafouillages.
La nécessité de présenter un pass sanitaire a parfois bloqué des fêtards devant la porte. Soit parce qu'ils en étaient dépourvus, soit parce que des agents de sécurité refusaient les captures d'écran de tests négatifs, par peur de falsifications.
Au Mistral, une boîte historique d'Aix-en-Provence (sud-est), l'entrée - sur réservation - a été fluide, tout le monde ayant eu son pass. ""On retrouve le goût de la vie"", a lâché Lucie, une cliente. ""On est bien. Les filles sont belles, on danse, on est libres, enfin libres"", s'est exclamé Gérard.
Covid-19 : la mutation L452R en France © AFP - Source AFP
Reste à savoir si cette réouverture va résister aux assauts du variant Delta, en passe d'être majoritaire en France - le président Emmanuel Macron doit faire une allocution lundi soir sur la situation sanitaire - comme quasiment partout ailleurs dans le monde.
Ce variant apparu initialement en Inde est le plus contagieux répertorié depuis le début de la pandémie. Il provoque des flambées épidémiques en Asie et en Afrique et fait remonter le nombre des nouveaux cas en Europe et aux Etats-Unis.
- Strictes mesures à Séoul -
La présidente de la Commission européenne, Ursula von der Leyen, lors d'une conférence de presse à Bruxelles le 10 juillet 2021 © POOL - François WALSCHAERTS
La Russie a annoncé samedi un nouveau record de décès quotidiens (752) dus au coronavirus, le cinquième depuis le début du mois. Ce pays recense également 25.082 nouvelles contaminations.
La Corée du Sud, longtemps érigée en modèle de gestion de la pandémie, a fait état de 1.378 cas supplémentaires, un record pour le troisième jour d'affilée, et sa capitale Séoul s'apprête à se voir imposer les mesures les plus draconiennes qu'elle ait connues depuis que cette crise sanitaire a éclaté.
Un vigile contrôle les pass sanitaire d'un client à l'entrée d'une boite de nuit à La Grande Motte (sud de la France), le 9 juillet 2021 © AFP - Sylvain THOMAS
L'Argentine a quant à elle prolongé jusqu'au 6 août les restrictions en vigueur.
Tandis qu'à compter de mercredi, Malte fermera ses frontières aux voyageurs non vaccinés. ""Nous serons le premier pays en Europe à prendre cette mesure"", a relevé son ministre de la Santé.
En Algérie, le nouveau Premier ministre Aïmene Benabderrahmane s'est placé samedi à l'isolement pour sept jours après avoir été testé positif au Covid-19.
Cette maladie a fait au moins 4.013.756 morts depuis qu'elle a été détectée fin décembre 2019, selon un bilan établi par l'AFP à partir de sources officielles vendredi. Les Etats-Unis restent le pays le plus meurtri, 606.806 personnes y ayant péri pour un total de 33.812.977 cas recensés.
Des fans anglais célèbrent la victoire de l'Angleterre face au Danemark à l'Euro-2020, à Londres le 7 juillet 2021 © AFP - Niklas HALLE'N
Dans ce contexte, la perspective d'un rassemblement de 65.000 supporters de football dans le stade de Wembley à Londres dimanche soir pour la finale de l'Euro-2020 entre l'Angleterre et l'Italie a fait naître de vives inquiétudes.
Newsletter Linternaute.com Voir un exemple inscription Newsletters Les informations recueillies sont destinées à CCM Benchmark Group pour vous assurer l'envoi de votre newsletter. Elles seront également utilisées sous réserve des options souscrites, à des fins de ciblage publicitaire. Vous bénéficiez d'un droit d'accès et de rectification de vos données personnelles, ainsi que celui d'en demander l'effacement dans les limites prévues par la loi. Vous pouvez également à tout moment revoir vos options en matière de ciblage. En savoir plus sur notre politique de confidentialité.
Et encore davantage les festivités de la ""troisième mi-temps"", hors des gradins, dans un pays où la quasi totalité des restrictions ont été levées mais que le variant Delta n'épargne pas, avec près de 30.000 nouveaux cas par jour au Royaume-Uni sur la semaine écoulée.
burx-esp/bds/fjb","Le variant Delta progresse, inquiétudes pour l'économie mondiale",0.33
"Mercredi 4 novembre, dès son ouverture, un magasin lyonnais (Rhône) procède aux derniers emballages de rayons. Bâches et cellophanes condamnent désormais les produits interdits à la vente, en raison de la révolte des petits commerçants après l'entrée en vigueur du reconfinement et la fermeture de leurs boutiques, vendredi 30 octobre. Un dispositif que découvrent les clients dans la matinée. ""Ça instaure un climat un peu bizarre"", estime une consommatrice.
L'alimentation, l'hygiène, l'entretien, la puériculture et le bricolage toujours accessibles
Désormais, il est impossible d'acheter des fleurs, des vêtements, des livres, des CDs, des jouets et du mobilier en grande surface. Des produits considérés comme non-essentiels, qui représentaient en moyenne 13% du chiffre d'affaires des supermarchés et hypermarchés en novembre 2019. L'alimentation, l'hygiène, l'entretien, la puériculture et le bricolage restent accessibles. En cas de non-respect de la loi, les grandes surfaces risqueraient une sanction financière, voire une fermeture administrative.
Le JT
Les autres sujets du JT","Reconfinement : les grandes surfaces contraintes de fermer leurs rayons de produits ""non-essentiels""",0.38
"L’OMS et Pékin auraient pu agir plus vite au début de l’épidémie de Covid-19, ont conclu les experts indépendants chargés d’évaluer la riposte mondiale, pour qui la propagation du virus a bénéficié d’une « épidémie en grande partie cachée ».
Dans son second rapport qui doit être présenté mardi 19 janvier lors d’une réunion à l’Organisation mondiale de la Santé, ce panel d’experts souligne qu’« en se référant à la chronologie initiale de la première phase de l’épidémie, on constate qu’il aurait été possible d’agir plus vite sur la base des premiers signes ».
« Il est clair pour le Groupe indépendant que des mesures de santé publique auraient pu être appliquées plus énergiquement par les autorités chinoises locales et nationales en janvier », écrit-il encore.
Les experts pointent également du doigt la lenteur de l’OMS à l’heure de réunir son comité d’urgence au début de la pandémie et les hésitations à déclarer l’urgence sanitaire internationale.
L’OMS, accusée de tous les côtés
« On ne voit pas clairement pourquoi il ne s’est pas réuni avant la troisième semaine de janvier, ni pourquoi il n’a pu d’emblée s’entendre sur la déclaration d’une urgence de santé publique de portée internationale », écrivent-ils. Il s’agit du degré d’alerte le plus élevé pour une épidémie.
Depuis le début de la crise sanitaire fin 2019, l’OMS a été vivement critiquée dans sa réponse, tardant notamment à recommander le port du masque. Surtout, elle a été accusée par les Etats-Unis d’avoir été extrêmement complaisante avec la Chine, où est apparu le coronavirus, et d’avoir tardé à déclarer l’état d’urgence sanitaire mondiale.
En mai, les Etats membres de l’OMS étaient tombés d’accord sur le principe d’une enquête indépendante, et en juillet, le chef de l’OMS, Tedros Adhanom Ghebreyesus, annonçait la création du Groupe indépendant chargé d’établir « une évaluation honnête » de la gestion de la crise et « tirer des leçons » pour l’avenir.
Ce panel est coprésidé par l’ancienne Première ministre néo-zélandaise, Helen Clark, et l’ancienne présidente du Liberia, Ellen Johnson Sirleaf.
En un peu plus d’un an, la pandémie a fait officiellement plus de 2 millions de morts, et un peu moins d’une centaine de millions de personnes ont aussi été infectées. Ces chiffres sous-estiment probablement le bilan réel.","La Chine et l’OMS auraient pu agir plus vite contre le Covid-19, selon des experts",0.67
"Nouvelles mesures, nouveaux bilans et faits marquants: un point sur les dernières évolutions de la pandémie de Covid-19 dans le monde.
La pandémie a fait plus de 4,22 millions de morts dans le monde depuis fin décembre 2019, selon un bilan établi par l'AFP dimanche à 10h00 GMT.
Les Etats-Unis sont le pays ayant enregistré le plus de décès (613.223), devant le Brésil (556.834) et l'Inde (424.351).
L'OMS estime, en prenant en compte la surmortalité directement et indirectement liée au Covid-19, que le bilan de la pandémie pourrait être deux à trois fois plus élevé que celui qui est officiellement établi.
EUROPE
Allemagne: échauffourées à Berlin
Les autorités berlinoises ont interdit trois manifestations prévues lundi pour protester contre les mesures de contrôle de la pandémie de coronavirus en raison des violences survenues ce week-end, a annoncé la police de la capitale allemande.
Ces interdictions concernent deux marches le long d'une artère principale traversant le parc Tiergarten, où les organisateurs annonçaient 10.000 participants, et un rassemblement sur la place de Potsdam avec 1.000 personnes. Dimanche, près de 600 personnes ont été arrêtées ou détenues temporairement lors de manifestations comptant jusqu'à 5.000 manifestants, dont de nombreux membres du mouvement ""Querdenken"", opposé aux mesures anti-Covid. La police était massivement présente et a utilisé des canons à eau. La police a justifié l'interdiction de ces manifestations au motif que les manifestations de ""Querdenken"" bafouent délibérément la mesure de distanciation sociale toujours en vigueur.
Les Britanniques bénéficieront dès septembre d'une 3e dose de vaccin
Dès le mois prochain, 32 millions de résidents du Royaume-Uni pourront bénéficier d'une troisième dose d'un vaccin contre le coronavirus, rapporte le quotidien national The Telegraph.
Martinique: vaccinodrome et pharmacie incendiés
Un vaccinodrome et une pharmacie ont été incendiés lors d'affrontements entre une centaine de manifestants et les forces de l'ordre samedi soir à Fort-de-France (Martinique, département français d'Outre-mer), au lendemain de l'instauration d'un nouveau couvre-feu, ont indiqué les autorités.
Un hypermarché a été pillé lors de ces heurts au terme desquels les forces de l'ordre ont procédé à trois interpellations.
AFRIQUE
Vaccin: les Etats-Unis offrent des doses au Nigeria...
Le Nigeria a reçu dimanche des Etats-Unis quatre millions de doses du vaccin Moderna contre le coronavirus, au moment où le géant d'Afrique de l'Ouest traverse une troisième vague.
Cela porte à huit millions le nombre de doses reçues par ce pays de 200 millions d'habitants, après les quatre millions de doses d'AstraZeneca reçues en mars dans le cadre du programme Covax.
... et l'Italie en donne à la Tunisie
La Tunisie, en grande difficulté face à un nouveau rebond de l'épidémie, a reçu dimanche 1,5 million de doses de vaccins fournis par l'Italie, a annoncé la présidence de la République.
ASIE
Nouveau record de contaminations quotidiennes en Iran
L'Iran a enregistré lundi un nouveau record d'infections en 24h au Covid-19 avec plus de 37.000 cas, sur fond d'accélération de l'épidémie dans le pays, qui a aussi enregistré son plus grand nombre de décès quotidiens depuis trois mois. Au cours des dernières 24 heures, le ministère iranien de la Santé a recensé 37.189 nouveaux cas de coronavirus, portant le nombre total de contaminations à 3.940.708.
Le ministère a également enregistré sur la même période 411 décès liés au coronavirus, portant le nombre total des morts à 91.407. C'est le nombre de décès quotidiens le plus important recensé depuis le 28 avril.
De l'aveu même des autorités sanitaires nationales, les chiffres officiels sur l'épidémie sont largement sous-évalués. Depuis moins d'une semaine, le pays a par ailleurs franchi pour la première fois la barre des 30.000 cas liés au variant Delta, plus contagieux.
Pays du Proche et Moyen-Orient le plus durement touché par la pandémie, l'Iran peine à contenir depuis plusieurs semaines ce que le gouvernement présente comme une ""cinquième vague"" épidémique.
Comme de nombreux autres pays, la République islamique compte sur les vaccins pour sortir de la crise sanitaire mais la campagne de vaccination, lancée début février, n'avance pas aussi vite que le souhaitent les autorités.
Plus de 10,2 millions de personnes ont reçu une première dose de vaccin, tandis que 2,7 millions ont reçu les deux injections nécessaires, a indiqué lundi le ministère de la Santé.
La Chine dépiste en masse
Des millions de personnes ont subi dimanche un test de dépistage au Covid-19 dans plusieurs grandes villes de Chine pour tenter de juguler une hausse des cas de coronavirus.
Un foyer épidémique apparu à l'aéroport de Nankin (Est) fin juillet s'est désormais propagé à plus d'une vingtaine de villes et plus d'une dizaine de provinces. La Chine fait face à sa pire vague de contaminations depuis plusieurs mois, les autorités mettant cette hausse des cas sur le compte du variant Delta.
Deux tigres infectés en Indonésie
Tino et Hari, deux tigres de Sumatra de neuf et douze ans, ont été infectés par le Covid-19 mi-juillet dans un zoo de Jakarta, ont déclaré dimanche les autorités indonésiennes, qui cherchent à savoir comment ces animaux en danger critique d'extinction sont tombés malades.
Les deux mâles, qui ont reçu un traitement, sont déjà en voie de guérison.
AMERIQUE
Etats-Unis: pas de nouveaux confinements à l'horizon
Le conseiller de la Maison Blanche sur la crise sanitaire, Anthony Fauci, a dit dimanche ne pas penser que les Etats-Unis subiront de nouveaux confinements, même si ""la situation va se détériorer"" à cause d'une ""épidémie des non vaccinés"".
OCEANIE
Australie: Après Sydney, Brisbane prolonge à son tour le confinement
L'Etat australien du Queensland a étendu lundi le confinement en place au sud du territoire, dont dans la ville de Brisbane, après avoir enregistré 13 nouveaux cas de transmission locale du Covid-19. Dans l'Etat voisin de Nouvelles-Galles du Sud, la métropole de Sydney enregistrait encore plus de 200 contaminations lundi, bien que 5 millions de résidents y sont confinés depuis fin juin. Le confinement établi samedi au sud-est du Queensland restera en vigueur jusque dimanche prochain, ont annoncé les autorités sanitaires. Tous les cas sont liés à un même foyer, qui compte désormais 31 contaminations, dû à l'infection d'un étudiant de 17 ans.
La ville de Brisbane et le littoral de la Gold Coast sont les régions concernées par des restrictions empêchant près de 3 millions de résidents de quitter leur domicile sauf pour raison impérieuse (travail essentiel, achat de vivres, soins de santé, exercices, vaccination).
L'Etat frontalier du sud, la Nouvelles-Galles du Sud, est aussi partiellement en ""lockdown"". La ville de Sydney et sa périphérie, comptant plus de 5 millions d'habitants, est confinée depuis fin juin et des restrictions similaires sont prévues jusqu'au 28 août au moins.
Lundi, les autorités sanitaires ont annoncé avoir dépisté 207 cas de coronavirus et déploré un décès, ce qui porte à 15 le nombre de morts attribués à cette vague épidémique dans la ville la plus peuplée de l'île-continent.
La première ministre de l'Etat, Gladys Berejiklian, a annoncé lundi que les restrictions pourraient commencer à être assouplies une fois que le taux de vaccination de la population atteindrait 50%, bien que l'objectif soit de 80%
En Nouvelle-Galles du Sud, comme à l'échelle nationale, le taux de vaccination est actuellement de 19%. Face au retour du Covid-19, sous la forme du variant Delta plus contagieux, l'Australie tente dorénavant de combler son retard de vaccination. La stricte politique de fermeture des frontières, qui a longtemps permis de contrôler la pandémie en Australie, s'avère désormais insuffisante.
Un peu plus de 12 millions de doses de vaccins contre le Covid-19 y ont été administrées, pour une population de 25 millions de personnes.
Depuis le début de la pandémie, l'Australie a enregistré 34.000 cas de coronavirus et plus de 920 décès, en grande majorité dans l'Etat du Victoria lors d'une importante vague de contaminations à Melbourne en 2020","Coronavirus: deux pays européens proposeront bientôt une 3e dose, nouveau record de contaminations quotidiennes en Iran",0.3
"En ces temps de pandémie, la France semble divisée entre les personnes, qui acceptent de restreindre un peu leur liberté pour limiter la propagation d'un virus qui a déjà fait plus d'un million de morts à travers le monde, et les autres. Nous sommes allés discuter de cette défiance et de la recrudescence de l'épidémie de Covid-19 avec Axel Kahn, président de la Ligue contre le cancer.
On connaissait déjà la défiance envers les vaccinations et l'adoration des Français pour certaines médecines alternatives, comme l'homéopathie. Il n'est malheureusement pas étonnant de constater que pendant cette pandémie, des défiances ont aussi été à l'œuvre. Utilité du confinement et du masque, controverse sur le traitement, origine du virus. Bref, tous les sujets ou presque, en rapport avec le SARS-CoV-2 et la maladie Covid-19, ont été sujets à une défiance. Nous avons posé quelques questions à Axel Kahn, président de la ligue contre le cancer, à ce sujet. Vous pouvez retrouver son intervention dans la vidéo ci-dessus.
La chloroquine : pierre angulaire de la défiance
Futura a suivi de près l'affaire de la chloroquine. Des premières déclarations miraculeuses et donc inattendues, en passant par la réalisation d'essais cliniques douteux, jusqu'aux preuves qui sont venues enterrer le rationnel préclinique de son utilisation. Il faudra prendre du recul pour étudier ce phénomène sociologique, mais une chose est sûre : cette controverse aura une place prépondérante dans la défiance généralisée qui s'est ensuivie. En effet, le public, qui ne sait pas forcément comment fonctionne la science, a peut-être été déçu de voir sa vision idéalisée de la démarche scientifique mise à mal. Aussi la place des réseaux sociaux et des chaînes « d'informations » en continu devra être étudiée de plus près en tant qu'outil de communication ayant pu contribuer à la défiance constatée. S'il faut rappeler une seule chose, c'est que l'exercice scientifique est collectif. Nous sommes tous humains, nous avons tous des biais et des croyances. Le meilleur moyen de s'en prémunir, c'est de respecter des méthodes élaborées dans l'objectif de limiter les biais.
Face au coronavirus, la France est championne du monde de la défiance envers les sachants. © herraez, IStock photo
La recrudescence du virus
La défiance se mêle, en ce début d'automne, à une période où le virus pointe de nouveau le bout de son nez. Il n'est jamais véritablement parti en réalité, mais les contaminations, les hospitalisations en réanimation et les décès sont de plus en plus préoccupants. Plusieurs régions sont d'ailleurs en état d'alerte maximal concernant la Covid-19. Même s'il y a encore beaucoup d'inconnues sur l'immunité générale de la population face au virus, on peut supposer qu'elle n'est pas optimale étant donné que nous avons eu à subir un confinement drastique, puis l'adoption de mesures barrières rigides. Ces mesures doivent devenir une habitude le temps de trouver un vaccin ou de posséder une immunité collective naturelle. Enfin, depuis hier, la ville de Marseille crée son propre conseil scientifique. La défiance n'est pas prête de s'arrêter...","Axel Kahn : "" La France, championne du monde de la défiance "" face au coronavirus",0.48
"La décision est tombée vendredi 12 mars, un retour au confinement a été décidé par le gouvernement italien au vu des derniers chiffres de la pandémie de coronavirus. Toutes les régions passent soit en rouge soit en orange. L'unique différence, ce sont les écoles qui restent ouvertes dans les régions en orange. Les bars, restaurants et les musées sont fermés partout au moins jusqu’au lundi 5 avril.
500 000 Italiens positifs au Covid-19
Un an après le début de la crise sanitaire, l'Italie connaît un nouveau rebond de l'épidémie de Covid-19. Le taux de contamination augmente de manière très importante. Quelque 27 000 cas ont été détectés vendredi soir, portant à 500 000 le nombre d'Italiens actuellement positifs au virus. Le pays s'apprête à vivre un nouveau confinement serré, une mesure similaire à celle prise à Noël. Cette politique portera-t-elle ses fruits ? Résultats dans quelques jours.
Le JT
Les autres sujets du JT",Covid-19 : troisième confinement en Italie,0.47
"""Nous continuerons à protéger les salariés et les entreprises tant que la crise sanitaire sera là."" Le ministre de l'Economie, Bruno Le Maire, a annoncé jeudi 8 octobre lors du point hebdomadaire sur le Covid-19 que l'accès au Fonds de solidarité allait être élargi à de nouvelles activités et aux entreprises jusqu'à 50 salariés, contre 20 jusqu'ici. Seront dorénavant éligibles les entrepreneurs ayant enregistré une perte de 70% de leur chiffre d'affaires en raison de la crise sanitaire, contre 80% précédemment, a-t-il précisé.
Ce fonds de solidarité sera désormais ouvert à 31 autres activités, dont les loueurs de voitures, les fleuristes, les bouquinistes des quais de Paris, la fabrication de foie gras, les agences de publicité, la blanchisserie et la teinturerie de détail, les courtiers en assurance voyage, ou encore le conseil en relations publiques et communication, selon Bercy. Le fonds de solidarité était réservé depuis le mois de juillet aux secteurs du tourisme, de la culture et du sport.
Le fonds de solidarité concernait 150 000 entreprises depuis cet été. Avec cette annonce, ce sont ""75 000 entreprises supplémentaires"" qui vont pouvoir en bénéficier a précisé Bruno Le Maire. Le ministre de l'Economie a rappelé que ce fonds de solidarité avait bénéficié depuis le début de la crise sanitaire à 1,7 million d'entreprises, pour un montant total supérieur à 6 milliards d'euros.","VIDEO. Covid-19 : ""75 000 entreprises supplémentaires"" vont profiter de l'élargissement du Fonds de solidarité, déclare le ministre de l'Economie",0.4
"Les vacances d'hiver commencent vendredi 5 février au soir pour les élèves de la zone A. Marqués par l'interdiction d'utiliser les remontées mécaniques dans les stations de ski, ces congés ne sont pas frappés d'interdiction de déplacements entre régions. De quoi favoriser les réservations de dernière minute, comme c'est le cas à La Grande-Motte (Hérault). Habituée au bain de foule l'été, la station balnéaire mise sur le double de vacanciers cet hiver par rapport aux années précédentes.
Les repas servis en chambre
Ils devraient être entre 20 000 et 25 000 à venir prendre un bol d'air en bord de mer à défaut de dévaler les pistes de ski enneigées. Dans les hôtels, depuis que les clients savent qu'ils échapperont au confinement, les téléphones recommencent à sonner. ""Nous avons des clients qui nous ont appelés ces dernières semaines"", explique Christine Blanc, directrice d'un hôtel. Côté restauration, les clients sont servis en chambre, l'une des conditions des touristes pour partir en vacances. Une mesure qui rassure, d'autant que le couvre-feu est maintenu à 18 heures.
Le JT
Les autres sujets du JT",Vacances d'hiver : La Grande-Motte se prépare pour les touristes de dernière minute,0.45
"Ce seront des fêtes de fin d’année qui seront resserrées en Italie. Il sera impossible pour les Italiens de passer d’une région à l’autre. Lors de la nuit de Noël ou du Nouvel An, il sera même interdit de quitter sa propre ville. Cela a aussi des conséquences pour les touristes Français qui seraient amenés à se rendre en Italie pour les fêtes. Ils devront respecter exactement la même règle et rester scrupuleusement dans la ville dans laquelle ils sont arrivés. Et en plus, justifier d’un test négatif de moins de 72 heures à leur arrivée.
Pire qu'au printemps
L’Italie fait le choix de la santé plutôt que de l’économie pour les fêtes parce que le bilan du jeudi 3 décembre est dramatique : 993 morts. C’est un chiffre que l’on n’avait même pas atteint au printemps dernier, lors du pic de l’épidémie, conclut le correspondant de France Télévisions en Italie, Alban Mikoczy.
Le JT
Les autres sujets du JT",Coronavirus : l’Italie fait face à une situation dramatique,0.19
"Cent-quarante-neuf soignants vaccinés contre le Covid-19 avec le vaccin AstraZeneca ont développé des ""syndromes grippaux de forte intensité"" depuis le début de la campagne, le samedi 6 février, a annoncé jeudi soir l'Agence nationale de sécurité du médicament (ANSM), ce qui représente 1,49% des soignants vaccinés par ce vaccin. ""C'est un signal qui doit être pris au sérieux, analysé"", a déclaré vendredi 12 février sur franceinfo Alain Fischer, président du Conseil d’orientation de la stratégie vaccinale.
>> Suivez les dernières informations sur l'épidémie de Covid-19 dans notre direct
""On sait que dans les 48 heures qui suivent une vaccination on peut avoir des réactions de ce type, de syndrome grippal, explique-t-il. Ce qui surprend un petit peu c'est qu'apparemment, il faut analyser les choses, il semble y en avoir un peu plus qu'attendu. Mais on sait qu'une fraction de personnes jeunes peuvent développer ce genre des symptômes.""
""Tout signal doit être pris au sérieux""
""Il est important de savoir que le même lot, exactement le même vaccin est utilisé dans 21 pays d'Europe et que pour l'instant, il faut aller repérer ce qui se passe dans ces pays, il n'y a pas eu cet apparent petit excès"", explique Alain Fisher en rappelant que l'Agence nationale de sécurité du médicament (ANSM) s'était saisie de cette information.
""Est-ce que c'est quelque chose de transitoire et de non significatif ou est-ce que c'est un signal un peu plus fort ? C'est un signal, et tout signal doit être pris au sérieux, analysé"", déclare le président du Conseil d’orientation de la stratégie vaccinale.
L'ANSM conseille d'espacer la vaccination des professionnels de santé dans un même établissement ""de manière à ce qu'on ne se retrouve pas au même moment avec trop de personnes qui seraient absentes, même si c'est transitoire"". Pour Alain Fischer, ""cela me paraît la mesure adaptée"".","VIDEO. Vaccins : les effets secondaires ""de forte intensité"" de l'AstraZeneca chez des soignants, un ""signal"" à analyser pour Alain Fischer",0.41
